,name,#oe,#ue,#grainy,#blurry,#people_not_ratings
18039,blur_dataset/out_of_focus0681.jpg,14,4,0,0,1
18040,voc_emotic_ava/AVA__100249.jpg,7,10,1,0,2
18041,voc_emotic_ava/AVA__124763.jpg,12,7,0,0,1
18042,voc_emotic_ava/AVA__125099.jpg,8,11,0,0,1
18043,voc_emotic_ava/AVA__12564.jpg,13,7,0,0,1
18044,voc_emotic_ava/AVA__129371.jpg,8,9,1,0,1
18045,voc_emotic_ava/AVA__1915.jpg,14,4,1,0,1
18046,voc_emotic_ava/AVA__204658.jpg,14,7,0,1,0
18047,voc_emotic_ava/AVA__205773.jpg,7,9,1,2,1
18048,voc_emotic_ava/AVA__231246.jpg,13,6,0,0,1
18049,voc_emotic_ava/AVA__237015.jpg,10,10,0,1,1
18050,voc_emotic_ava/AVA__238462.jpg,14,5,0,0,2
18051,voc_emotic_ava/AVA__272686.jpg,13,7,0,0,1
18052,voc_emotic_ava/AVA__295796.jpg,13,6,0,0,1
18053,voc_emotic_ava/AVA__295881.jpg,9,9,1,0,1
18054,voc_emotic_ava/AVA__308377.jpg,11,7,1,0,1
18055,voc_emotic_ava/AVA__30883.jpg,12,7,0,0,1
18056,voc_emotic_ava/AVA__365888.jpg,15,5,0,0,2
18057,voc_emotic_ava/AVA__415453.jpg,11,7,1,0,2
18058,voc_emotic_ava/AVA__464790.jpg,15,4,0,0,1
18059,voc_emotic_ava/AVA__478577.jpg,7,10,1,0,2
18060,voc_emotic_ava/AVA__521580.jpg,7,10,1,0,2
18061,voc_emotic_ava/AVA__545344.jpg,14,5,0,0,1
18062,voc_emotic_ava/AVA__5534.jpg,13,6,0,0,1
18063,voc_emotic_ava/AVA__570215.jpg,11,6,0,0,2
18064,voc_emotic_ava/AVA__612377.jpg,12,7,0,0,1
18065,voc_emotic_ava/AVA__612958.jpg,14,7,0,1,1
18066,voc_emotic_ava/AVA__616571.jpg,13,7,0,1,0
18067,voc_emotic_ava/AVA__62646.jpg,15,6,0,0,1
18068,voc_emotic_ava/AVA__665297.jpg,15,4,0,0,2
18069,voc_emotic_ava/AVA__694105.jpg,14,5,0,0,1
18070,voc_emotic_ava/AVA__699655.jpg,12,6,1,0,1
18071,voc_emotic_ava/AVA__726026.jpg,12,7,1,0,1
18072,voc_emotic_ava/AVA__745603.jpg,8,10,1,0,1
18073,voc_emotic_ava/AVA__769480.jpg,11,8,0,0,1
18074,voc_emotic_ava/AVA__777662.jpg,14,5,0,0,1
18075,voc_emotic_ava/AVA__795504.jpg,4,14,0,0,1
18076,voc_emotic_ava/AVA__815394.jpg,10,9,0,0,1
18077,voc_emotic_ava/AVA__830694.jpg,5,4,3,8,0
18078,voc_emotic_ava/AVA__891278.jpg,8,8,1,1,1
18079,voc_emotic_ava/AVA__909032.jpg,14,3,1,0,2
18080,voc_emotic_ava/EMOTIC__COCO_train2014_000000036023.jpg,11,8,0,0,2
18081,voc_emotic_ava/EMOTIC__COCO_train2014_000000044464.jpg,15,4,0,0,1
18082,voc_emotic_ava/EMOTIC__COCO_train2014_000000050098.jpg,14,5,0,0,1
18083,voc_emotic_ava/EMOTIC__COCO_train2014_000000072909.jpg,11,5,2,1,2
18084,voc_emotic_ava/EMOTIC__COCO_train2014_000000079260.jpg,13,6,1,0,0
18085,voc_emotic_ava/EMOTIC__COCO_train2014_000000156312.jpg,13,6,0,0,1
18086,voc_emotic_ava/EMOTIC__COCO_train2014_000000162102.jpg,15,6,0,0,1
18087,voc_emotic_ava/EMOTIC__COCO_train2014_000000213669.jpg,13,7,0,0,1
18088,voc_emotic_ava/EMOTIC__COCO_train2014_000000287567.jpg,13,8,0,0,1
18089,voc_emotic_ava/EMOTIC__COCO_train2014_000000296403.jpg,11,8,0,1,0
18090,voc_emotic_ava/EMOTIC__COCO_train2014_000000308180.jpg,11,7,2,0,1
18091,voc_emotic_ava/EMOTIC__COCO_train2014_000000356941.jpg,12,6,1,0,1
18092,voc_emotic_ava/EMOTIC__COCO_train2014_000000383786.jpg,13,6,0,0,1
18093,voc_emotic_ava/EMOTIC__COCO_train2014_000000384037.jpg,14,5,0,0,1
18094,voc_emotic_ava/EMOTIC__COCO_train2014_000000400107.jpg,9,8,0,0,4
18095,voc_emotic_ava/EMOTIC__COCO_train2014_000000509682.jpg,14,4,2,0,1
18096,voc_emotic_ava/EMOTIC__COCO_train2014_000000510859.jpg,15,5,0,0,1
18097,voc_emotic_ava/EMOTIC__COCO_train2014_000000543695.jpg,11,8,0,0,1
18098,voc_emotic_ava/EMOTIC__COCO_train2014_000000557045.jpg,16,4,0,0,2
18099,voc_emotic_ava/EMOTIC__COCO_val2014_000000073749.jpg,13,6,0,0,1
18100,voc_emotic_ava/EMOTIC__COCO_val2014_000000152326.jpg,11,7,1,0,1
18101,voc_emotic_ava/EMOTIC__COCO_val2014_000000189244.jpg,15,5,1,0,1
18102,voc_emotic_ava/EMOTIC__COCO_val2014_000000205370.jpg,10,7,2,1,0
18103,voc_emotic_ava/EMOTIC__COCO_val2014_000000222332.jpg,12,7,0,0,1
18104,voc_emotic_ava/EMOTIC__COCO_val2014_000000246040.jpg,13,4,1,0,2
18105,voc_emotic_ava/EMOTIC__COCO_val2014_000000489798.jpg,11,8,0,0,1
18106,voc_emotic_ava/EMOTIC__COCO_val2014_000000550365.jpg,11,7,2,0,1
18107,voc_emotic_ava/EMOTIC__COCO_val2014_000000574282.jpg,14,6,0,0,2
18108,voc_emotic_ava/EMOTIC__ayvntqamjngoxuxmbw.jpg,9,8,1,0,2
18109,voc_emotic_ava/JPEGImages__2007_003571.jpg,14,4,0,0,1
18110,voc_emotic_ava/JPEGImages__2007_005803.jpg,9,9,1,1,0
18111,voc_emotic_ava/JPEGImages__2008_002017.jpg,5,13,1,0,1
18112,voc_emotic_ava/JPEGImages__2008_002056.jpg,10,8,1,0,1
18113,voc_emotic_ava/JPEGImages__2008_002524.jpg,12,7,1,0,1
18114,voc_emotic_ava/JPEGImages__2008_002601.jpg,14,5,0,0,1
18115,voc_emotic_ava/JPEGImages__2008_003766.jpg,9,10,0,1,0
18116,voc_emotic_ava/JPEGImages__2008_004030.jpg,9,7,3,1,0
18117,voc_emotic_ava/JPEGImages__2008_004044.jpg,15,4,0,0,2
18118,voc_emotic_ava/JPEGImages__2008_004606.jpg,15,5,0,0,1
18119,voc_emotic_ava/JPEGImages__2008_004914.jpg,13,7,0,0,0
18120,voc_emotic_ava/JPEGImages__2008_007050.jpg,14,6,0,0,1
18121,voc_emotic_ava/JPEGImages__2008_007265.jpg,14,5,0,0,2
18122,voc_emotic_ava/JPEGImages__2008_008714.jpg,10,9,0,0,2
18123,voc_emotic_ava/JPEGImages__2009_000453.jpg,12,7,1,1,1
18124,voc_emotic_ava/JPEGImages__2009_001061.jpg,10,8,3,0,1
18125,voc_emotic_ava/JPEGImages__2009_001754.jpg,13,6,0,0,1
18126,voc_emotic_ava/JPEGImages__2009_002258.jpg,13,5,1,0,1
18127,voc_emotic_ava/JPEGImages__2009_002612.jpg,12,7,0,0,1
18128,voc_emotic_ava/JPEGImages__2009_004085.jpg,10,7,2,0,1
18129,voc_emotic_ava/JPEGImages__2009_004414.jpg,13,6,1,0,1
18130,voc_emotic_ava/JPEGImages__2009_004670.jpg,13,6,1,0,1
18131,voc_emotic_ava/JPEGImages__2009_004982.jpg,13,4,1,0,2
18132,voc_emotic_ava/JPEGImages__2010_000748.jpg,17,3,0,0,1
18133,voc_emotic_ava/JPEGImages__2010_002182.jpg,10,7,2,0,1
18134,voc_emotic_ava/JPEGImages__2010_002269.jpg,13,5,0,0,2
18135,voc_emotic_ava/JPEGImages__2010_003231.jpg,12,5,2,0,1
18136,voc_emotic_ava/JPEGImages__2010_005190.jpg,12,5,2,0,1
18137,voc_emotic_ava/JPEGImages__2010_005752.jpg,13,6,2,0,1
18138,voc_emotic_ava/JPEGImages__2011_000145.jpg,14,6,0,0,1
18139,voc_emotic_ava/JPEGImages__2011_000176.jpg,10,7,2,0,1
18140,voc_emotic_ava/JPEGImages__2011_001903.jpg,15,5,0,0,1
18141,voc_emotic_ava/JPEGImages__2011_002074.jpg,11,6,2,0,1
18142,voc_emotic_ava/JPEGImages__2011_003172.jpg,12,7,1,0,0
18143,voc_emotic_ava/JPEGImages__2011_003474.jpg,7,9,0,1,3
18144,voc_emotic_ava/JPEGImages__2011_003530.jpg,13,6,0,0,1
18145,voc_emotic_ava/JPEGImages__2011_004275.jpg,13,5,1,0,1
18146,voc_emotic_ava/JPEGImages__2011_005177.jpg,12,7,0,0,1
18147,voc_emotic_ava/JPEGImages__2011_005376.jpg,13,6,1,0,0
18148,voc_emotic_ava/JPEGImages__2011_006136.jpg,9,8,1,1,0
18149,voc_emotic_ava/JPEGImages__2011_006763.jpg,8,10,0,0,2
18150,voc_emotic_ava/JPEGImages__2012_000172.jpg,12,8,0,0,1
18151,voc_emotic_ava/JPEGImages__2012_000539.jpg,11,8,0,1,0
18152,voc_emotic_ava/JPEGImages__2012_000934.jpg,13,6,0,0,1
18153,voc_emotic_ava/JPEGImages__2012_001147.jpg,13,5,0,0,2
18154,voc_emotic_ava/JPEGImages__2012_001485.jpg,10,9,1,1,38
18155,voc_emotic_ava/JPEGImages__2012_002020.jpg,13,7,0,0,1
18156,voc_emotic_ava/JPEGImages__2012_002384.jpg,16,3,0,0,1
18157,voc_emotic_ava/JPEGImages__2012_003225.jpg,13,6,0,0,0
18158,voc_emotic_ava/JPEGImages__2012_004281.jpg,14,4,0,1,1
18159,voc_emotic_ava/VOC2012__2008_000080.jpg,11,5,1,1,2
18160,voc_emotic_ava/VOC2012__2008_000412.jpg,9,8,1,0,2
18161,voc_emotic_ava/VOC2012__2008_000445.jpg,15,5,0,0,1
18162,voc_emotic_ava/VOC2012__2008_000784.jpg,13,6,0,0,1
18163,voc_emotic_ava/VOC2012__2008_001199.jpg,11,5,1,0,1
18164,voc_emotic_ava/VOC2012__2008_001407.jpg,12,6,1,0,1
18165,voc_emotic_ava/VOC2012__2008_002345.jpg,15,6,0,1,0
18166,voc_emotic_ava/VOC2012__2008_002654.jpg,12,6,0,0,1
18167,voc_emotic_ava/VOC2012__2008_004033.jpg,11,8,0,0,1
18168,voc_emotic_ava/VOC2012__2008_004374.jpg,15,4,0,0,1
18169,voc_emotic_ava/VOC2012__2008_005249.jpg,13,6,0,0,2
18170,voc_emotic_ava/VOC2012__2008_005280.jpg,13,5,1,0,1
18171,voc_emotic_ava/VOC2012__2008_005725.jpg,13,7,1,0,0
18172,voc_emotic_ava/VOC2012__2008_006032.jpg,13,6,0,0,1
18173,voc_emotic_ava/VOC2012__2008_006368.jpg,12,6,1,0,1
18174,voc_emotic_ava/VOC2012__2008_007139.jpg,13,8,0,0,0
18175,voc_emotic_ava/VOC2012__2009_000271.jpg,12,8,0,0,1
18176,voc_emotic_ava/VOC2012__2009_000460.jpg,13,6,0,0,2
18177,voc_emotic_ava/VOC2012__2009_002392.jpg,10,8,1,0,1
18178,voc_emotic_ava/VOC2012__2009_002944.jpg,11,7,1,0,1
18179,voc_emotic_ava/VOC2012__2009_004454.jpg,15,6,0,0,1
18180,voc_emotic_ava/VOC2012__2010_002389.jpg,9,8,2,1,1
18181,voc_emotic_ava/VOC2012__2010_002715.jpg,14,5,1,0,1
18182,voc_emotic_ava/VOC2012__2010_003403.jpg,11,10,0,0,1
18183,voc_emotic_ava/VOC2012__2010_004496.jpg,13,3,2,0,2
18184,voc_emotic_ava/VOC2012__2010_004884.jpg,12,6,1,0,1
18185,voc_emotic_ava/VOC2012__2010_006515.jpg,14,4,0,0,2
18186,voc_emotic_ava/VOC2012__2010_006861.jpg,14,4,2,0,1
18187,voc_emotic_ava/VOC2012__2010_006925.jpg,13,6,0,0,1
18188,voc_emotic_ava/VOC2012__2011_000586.jpg,12,8,2,0,1
18189,voc_emotic_ava/VOC2012__2011_000826.jpg,13,5,1,0,1
18190,voc_emotic_ava/VOC2012__2011_001236.jpg,14,5,0,0,1
18191,voc_emotic_ava/VOC2012__2011_001414.jpg,10,8,0,1,1
18192,voc_emotic_ava/VOC2012__2011_002257.jpg,14,5,1,0,0
18193,voc_emotic_ava/VOC2012__2011_002661.jpg,9,9,0,1,1
18194,voc_emotic_ava/VOC2012__2011_003195.jpg,13,5,2,0,1
18195,voc_emotic_ava/VOC2012__2011_003435.jpg,13,5,1,0,1
18196,voc_emotic_ava/VOC2012__2011_004186.jpg,15,5,0,0,1
18197,voc_emotic_ava/VOC2012__2011_004493.jpg,13,7,0,0,1
18198,voc_emotic_ava/VOC2012__2011_005843.jpg,11,6,1,1,1
18199,voc_emotic_ava/VOC2012__2011_006077.jpg,13,7,0,0,1
18200,voc_emotic_ava/VOC2012__2012_000173.jpg,12,7,0,0,1
18201,voc_emotic_ava/VOC2012__2012_000426.jpg,16,3,0,0,47
18202,voc_emotic_ava/VOC2012__2012_001953.jpg,14,5,0,0,45
18203,voc_emotic_ava/VOC2012__2012_002033.jpg,13,7,0,0,1
18204,voc_emotic_ava/VOC2012__2012_003429.jpg,12,4,2,0,2
18205,voc_emotic_ava/VOC2012__2012_003768.jpg,9,7,1,2,0
18206,voc_emotic_ava/VOC2012__2012_003897.jpg,16,4,0,0,1
18207,blur_dataset/motion0068.jpg,7,2,2,7,10
18208,blur_dataset/out_of_focus0072.jpg,11,1,2,1,12
18209,blur_dataset/out_of_focus0083.JPG,9,2,4,2,11
18210,blur_dataset/out_of_focus0341.jpg,8,4,1,2,11
18211,voc_emotic_ava/AVA__13464.jpg,7,4,5,0,11
18212,voc_emotic_ava/AVA__146574.jpg,6,7,3,3,9
18213,voc_emotic_ava/AVA__148506.jpg,10,4,1,0,12
18214,voc_emotic_ava/AVA__166798.jpg,9,3,3,2,12
18215,voc_emotic_ava/AVA__200185.jpg,8,5,2,0,12
18216,voc_emotic_ava/AVA__2127.jpg,5,7,4,1,12
18217,voc_emotic_ava/AVA__225046.jpg,9,3,2,0,13
18218,voc_emotic_ava/AVA__229980.jpg,9,4,1,1,12
18219,voc_emotic_ava/AVA__234467.jpg,7,5,2,5,9
18220,voc_emotic_ava/AVA__234611.jpg,8,0,4,0,16
18221,voc_emotic_ava/AVA__268979.jpg,3,4,3,8,8
18222,voc_emotic_ava/AVA__271376.jpg,9,4,2,2,51
18223,voc_emotic_ava/AVA__281204.jpg,8,3,5,0,13
18224,voc_emotic_ava/AVA__308322.jpg,5,7,5,2,10
18225,voc_emotic_ava/AVA__313292.jpg,9,4,3,1,12
18226,voc_emotic_ava/AVA__32277.jpg,10,4,1,2,12
18227,voc_emotic_ava/AVA__335173.jpg,8,10,1,1,9
18228,voc_emotic_ava/AVA__36157.jpg,9,3,4,2,11
18229,voc_emotic_ava/AVA__368271.jpg,11,2,4,1,12
18230,voc_emotic_ava/AVA__388349.jpg,5,6,3,2,12
18231,voc_emotic_ava/AVA__41315.jpg,7,5,2,1,13
18232,voc_emotic_ava/AVA__420971.jpg,7,5,3,0,13
18233,voc_emotic_ava/AVA__43051.jpg,10,5,3,0,10
18234,voc_emotic_ava/AVA__449850.jpg,4,4,4,4,12
18235,voc_emotic_ava/AVA__522775.jpg,11,4,3,0,11
18236,voc_emotic_ava/AVA__533509.jpg,10,3,5,1,9
18237,voc_emotic_ava/AVA__618466.jpg,6,7,3,0,13
18238,voc_emotic_ava/AVA__622935.jpg,8,5,1,1,12
18239,voc_emotic_ava/AVA__663637.jpg,7,4,3,2,12
18240,voc_emotic_ava/AVA__670804.jpg,10,4,4,0,11
18241,voc_emotic_ava/AVA__671345.jpg,7,6,4,2,10
18242,voc_emotic_ava/AVA__704345.jpg,9,1,3,3,12
18243,voc_emotic_ava/AVA__715566.jpg,8,2,3,3,13
18244,voc_emotic_ava/AVA__737859.jpg,3,16,2,0,7
18245,voc_emotic_ava/AVA__74224.jpg,7,4,4,0,13
18246,voc_emotic_ava/AVA__7786.jpg,9,2,2,1,13
18247,voc_emotic_ava/AVA__816008.jpg,7,4,4,1,12
18248,voc_emotic_ava/AVA__818681.jpg,10,3,2,0,14
18249,voc_emotic_ava/AVA__850063.jpg,7,8,3,1,9
18250,voc_emotic_ava/AVA__862162.jpg,7,4,3,0,14
18251,voc_emotic_ava/AVA__874128.jpg,9,2,3,1,12
18252,voc_emotic_ava/AVA__946084.jpg,5,15,0,1,7
18253,voc_emotic_ava/EMOTIC__3rz7l5ghc2urg8le3k.jpg,8,3,5,0,11
18254,voc_emotic_ava/EMOTIC__COCO_train2014_000000047189.jpg,11,3,2,1,12
18255,voc_emotic_ava/EMOTIC__COCO_train2014_000000058465.jpg,9,3,3,1,12
18256,voc_emotic_ava/EMOTIC__COCO_train2014_000000075708.jpg,11,3,3,0,11
18257,voc_emotic_ava/EMOTIC__COCO_train2014_000000091595.jpg,11,2,4,1,11
18258,voc_emotic_ava/EMOTIC__COCO_train2014_000000096463.jpg,9,2,3,1,12
18259,voc_emotic_ava/EMOTIC__COCO_train2014_000000104124.jpg,5,4,5,2,13
18260,voc_emotic_ava/EMOTIC__COCO_train2014_000000120259.jpg,8,3,3,0,13
18261,voc_emotic_ava/EMOTIC__COCO_train2014_000000128282.jpg,11,1,3,0,13
18262,voc_emotic_ava/EMOTIC__COCO_train2014_000000145127.jpg,11,3,2,0,12
18263,voc_emotic_ava/EMOTIC__COCO_train2014_000000145526.jpg,8,3,4,0,12
18264,voc_emotic_ava/EMOTIC__COCO_train2014_000000169086.jpg,9,2,4,1,12
18265,voc_emotic_ava/EMOTIC__COCO_train2014_000000183910.jpg,8,4,3,0,13
18266,voc_emotic_ava/EMOTIC__COCO_train2014_000000186684.jpg,8,4,1,1,14
18267,voc_emotic_ava/EMOTIC__COCO_train2014_000000231720.jpg,9,3,1,2,12
18268,voc_emotic_ava/EMOTIC__COCO_train2014_000000245683.jpg,10,4,2,1,11
18269,voc_emotic_ava/EMOTIC__COCO_train2014_000000295575.jpg,9,4,3,0,12
18270,voc_emotic_ava/EMOTIC__COCO_train2014_000000307148.jpg,12,3,3,0,12
18271,voc_emotic_ava/EMOTIC__COCO_train2014_000000319735.jpg,10,4,2,1,12
18272,voc_emotic_ava/EMOTIC__COCO_train2014_000000320432.jpg,9,1,3,4,11
18273,voc_emotic_ava/EMOTIC__COCO_train2014_000000322212.jpg,11,5,2,0,11
18274,voc_emotic_ava/EMOTIC__COCO_train2014_000000327561.jpg,3,8,3,1,12
18275,voc_emotic_ava/EMOTIC__COCO_train2014_000000328855.jpg,19,6,6,2,18
18276,voc_emotic_ava/EMOTIC__COCO_train2014_000000328918.jpg,11,1,3,0,13
18277,voc_emotic_ava/EMOTIC__COCO_train2014_000000334059.jpg,11,3,4,1,10
18278,voc_emotic_ava/EMOTIC__COCO_train2014_000000381119.jpg,7,3,3,0,13
18279,voc_emotic_ava/EMOTIC__COCO_train2014_000000399973.jpg,6,3,6,1,11
18280,voc_emotic_ava/EMOTIC__COCO_train2014_000000408239.jpg,9,4,2,0,12
18281,voc_emotic_ava/EMOTIC__COCO_train2014_000000420747.jpg,8,6,3,0,11
18282,voc_emotic_ava/EMOTIC__COCO_train2014_000000423016.jpg,9,2,3,0,14
18283,voc_emotic_ava/EMOTIC__COCO_train2014_000000433907.jpg,8,6,0,2,12
18284,voc_emotic_ava/EMOTIC__COCO_train2014_000000435091.jpg,9,1,5,0,13
18285,voc_emotic_ava/EMOTIC__COCO_train2014_000000480576.jpg,10,4,4,0,12
18286,voc_emotic_ava/EMOTIC__COCO_train2014_000000484899.jpg,11,3,1,1,12
18287,voc_emotic_ava/EMOTIC__COCO_train2014_000000485002.jpg,7,2,5,1,12
18288,voc_emotic_ava/EMOTIC__COCO_train2014_000000499911.jpg,8,3,2,1,13
18289,voc_emotic_ava/EMOTIC__COCO_train2014_000000569363.jpg,5,8,3,1,13
18290,voc_emotic_ava/EMOTIC__COCO_train2014_000000579947.jpg,11,2,3,0,13
18291,voc_emotic_ava/EMOTIC__COCO_val2014_000000055528.jpg,13,1,2,1,10
18292,voc_emotic_ava/EMOTIC__COCO_val2014_000000086432.jpg,9,4,3,1,11
18293,voc_emotic_ava/EMOTIC__COCO_val2014_000000105011.jpg,7,9,3,0,9
18294,voc_emotic_ava/EMOTIC__COCO_val2014_000000115700.jpg,9,4,4,0,11
18295,voc_emotic_ava/EMOTIC__COCO_val2014_000000169972.jpg,9,2,3,1,12
18296,voc_emotic_ava/EMOTIC__COCO_val2014_000000185950.jpg,11,3,3,1,11
18297,voc_emotic_ava/EMOTIC__COCO_val2014_000000235597.jpg,8,3,4,0,13
18298,voc_emotic_ava/EMOTIC__COCO_val2014_000000477853.jpg,9,2,6,4,7
18299,voc_emotic_ava/EMOTIC__COCO_val2014_000000483553.jpg,8,3,4,1,11
18300,voc_emotic_ava/EMOTIC__COCO_val2014_000000493623.jpg,12,2,2,1,11
18301,voc_emotic_ava/JPEGImages__2008_000552.jpg,8,2,4,1,13
18302,voc_emotic_ava/JPEGImages__2008_000868.jpg,10,1,2,1,13
18303,voc_emotic_ava/JPEGImages__2008_000923.jpg,9,2,3,0,13
18304,voc_emotic_ava/JPEGImages__2008_001118.jpg,8,5,2,0,14
18305,voc_emotic_ava/JPEGImages__2008_001516.jpg,9,5,2,0,12
18306,voc_emotic_ava/JPEGImages__2008_001758.jpg,9,4,3,0,12
18307,voc_emotic_ava/JPEGImages__2008_002641.jpg,9,5,2,1,11
18308,voc_emotic_ava/JPEGImages__2008_002838.jpg,9,2,4,3,10
18309,voc_emotic_ava/JPEGImages__2008_003208.jpg,9,6,2,0,11
18310,voc_emotic_ava/JPEGImages__2008_003924.jpg,10,3,2,1,12
18311,voc_emotic_ava/JPEGImages__2008_004243.jpg,8,2,2,4,11
18312,voc_emotic_ava/JPEGImages__2008_005146.jpg,11,3,3,1,11
18313,voc_emotic_ava/JPEGImages__2008_007891.jpg,8,3,3,0,15
18314,voc_emotic_ava/JPEGImages__2008_008554.jpg,12,3,1,0,11
18315,voc_emotic_ava/JPEGImages__2009_000586.jpg,10,4,1,3,13
18316,voc_emotic_ava/JPEGImages__2009_000967.jpg,10,4,4,1,12
18317,voc_emotic_ava/JPEGImages__2009_001207.jpg,9,6,4,1,9
18318,voc_emotic_ava/JPEGImages__2009_001851.jpg,10,3,2,1,13
18319,voc_emotic_ava/JPEGImages__2009_002401.jpg,7,6,2,2,12
18320,voc_emotic_ava/JPEGImages__2009_004847.jpg,8,6,2,1,11
18321,voc_emotic_ava/JPEGImages__2009_005267.jpg,12,3,2,0,11
18322,voc_emotic_ava/JPEGImages__2009_005269.jpg,8,4,3,0,12
18323,voc_emotic_ava/JPEGImages__2010_000647.jpg,7,3,3,2,12
18324,voc_emotic_ava/JPEGImages__2010_000797.jpg,11,2,2,0,12
18325,voc_emotic_ava/JPEGImages__2010_001251.jpg,11,4,1,2,12
18326,voc_emotic_ava/JPEGImages__2010_001694.jpg,8,6,3,0,12
18327,voc_emotic_ava/JPEGImages__2010_001760.jpg,7,2,4,1,13
18328,voc_emotic_ava/JPEGImages__2010_003398.jpg,8,4,4,0,11
18329,voc_emotic_ava/JPEGImages__2010_003771.jpg,9,3,3,0,13
18330,voc_emotic_ava/JPEGImages__2010_005538.jpg,9,2,2,1,15
18331,voc_emotic_ava/JPEGImages__2010_006276.jpg,4,5,5,3,10
18332,voc_emotic_ava/JPEGImages__2011_000252.jpg,10,4,2,0,11
18333,voc_emotic_ava/JPEGImages__2011_000304.jpg,10,2,4,0,11
18334,voc_emotic_ava/JPEGImages__2011_003309.jpg,9,4,4,0,12
18335,voc_emotic_ava/JPEGImages__2011_004161.jpg,3,4,3,13,3
18336,voc_emotic_ava/JPEGImages__2011_005636.jpg,9,4,3,0,13
18337,voc_emotic_ava/JPEGImages__2011_005951.jpg,13,2,1,0,12
18338,voc_emotic_ava/JPEGImages__2011_006204.jpg,10,3,3,1,13
18339,voc_emotic_ava/JPEGImages__2012_001081.jpg,8,7,3,0,10
18340,voc_emotic_ava/JPEGImages__2012_001437.jpg,12,3,2,1,12
18341,voc_emotic_ava/JPEGImages__2012_001491.jpg,12,5,3,1,7
18342,voc_emotic_ava/JPEGImages__2012_002911.jpg,9,2,4,0,12
18343,voc_emotic_ava/JPEGImages__2012_003213.jpg,7,5,2,1,13
18344,voc_emotic_ava/JPEGImages__2012_003643.jpg,10,5,1,1,11
18345,voc_emotic_ava/JPEGImages__2012_003715.jpg,8,1,5,0,13
18346,voc_emotic_ava/JPEGImages__2012_004142.jpg,10,2,3,0,12
18347,voc_emotic_ava/VOC2012__2007_000847.jpg,12,3,1,1,10
18348,voc_emotic_ava/VOC2012__2007_001917.jpg,10,5,2,0,11
18349,voc_emotic_ava/VOC2012__2008_000999.jpg,7,5,3,1,12
18350,voc_emotic_ava/VOC2012__2008_001476.jpg,8,6,2,0,11
18351,voc_emotic_ava/VOC2012__2008_002033.jpg,10,3,3,0,11
18352,voc_emotic_ava/VOC2012__2008_002065.jpg,6,1,4,6,12
18353,voc_emotic_ava/VOC2012__2008_002969.jpg,9,3,2,1,12
18354,voc_emotic_ava/VOC2012__2008_003009.jpg,10,3,2,0,13
18355,voc_emotic_ava/VOC2012__2008_003108.jpg,10,2,3,0,14
18356,voc_emotic_ava/VOC2012__2008_004897.jpg,7,4,3,1,12
18357,voc_emotic_ava/VOC2012__2008_005039.jpg,5,5,6,0,12
18358,voc_emotic_ava/VOC2012__2008_005407.jpg,8,6,1,0,11
18359,voc_emotic_ava/VOC2012__2008_005966.jpg,9,5,2,1,13
18360,voc_emotic_ava/VOC2012__2008_006037.jpg,12,2,2,0,12
18361,voc_emotic_ava/VOC2012__2008_006418.jpg,8,4,3,1,10
18362,voc_emotic_ava/VOC2012__2008_006805.jpg,11,1,4,0,11
18363,voc_emotic_ava/VOC2012__2008_007570.jpg,7,4,2,1,12
18364,voc_emotic_ava/VOC2012__2008_008639.jpg,8,8,2,0,10
18365,voc_emotic_ava/VOC2012__2008_008725.jpg,7,9,2,1,10
18366,voc_emotic_ava/VOC2012__2009_000139.jpg,11,2,2,1,14
18367,voc_emotic_ava/VOC2012__2009_000772.jpg,9,3,3,0,13
18368,voc_emotic_ava/VOC2012__2009_000963.jpg,9,1,3,3,9
18369,voc_emotic_ava/VOC2012__2009_002134.jpg,3,9,5,0,11
18370,voc_emotic_ava/VOC2012__2009_002534.jpg,9,5,2,0,12
18371,voc_emotic_ava/VOC2012__2009_003699.jpg,9,1,6,1,12
18372,voc_emotic_ava/VOC2012__2009_003877.jpg,11,5,1,0,12
18373,voc_emotic_ava/VOC2012__2009_004850.jpg,6,3,3,2,13
18374,voc_emotic_ava/VOC2012__2010_000438.jpg,12,2,3,0,11
18375,voc_emotic_ava/VOC2012__2010_000909.jpg,7,5,3,0,12
18376,voc_emotic_ava/VOC2012__2010_001684.jpg,10,1,2,1,13
18377,voc_emotic_ava/VOC2012__2010_003210.jpg,6,6,1,2,13
18378,voc_emotic_ava/VOC2012__2010_003242.jpg,10,1,4,1,12
18379,voc_emotic_ava/VOC2012__2010_004031.jpg,14,1,2,0,11
18380,voc_emotic_ava/VOC2012__2010_005228.jpg,9,2,4,0,12
18381,voc_emotic_ava/VOC2012__2010_005951.jpg,7,6,0,2,12
18382,voc_emotic_ava/VOC2012__2011_001339.jpg,7,3,2,1,13
18383,voc_emotic_ava/VOC2012__2011_001497.jpg,11,3,2,1,58
18384,voc_emotic_ava/VOC2012__2011_002013.jpg,10,4,2,0,11
18385,voc_emotic_ava/VOC2012__2011_005749.jpg,8,7,3,2,8
18386,voc_emotic_ava/VOC2012__2011_006091.jpg,9,3,6,1,12
18387,voc_emotic_ava/VOC2012__2011_006120.jpg,7,5,2,2,12
18388,voc_emotic_ava/VOC2012__2011_006133.jpg,6,5,3,3,11
18389,voc_emotic_ava/VOC2012__2011_006734.jpg,8,8,3,2,9
